,make,year,engine_fuel_type,engine_hp,transmission_type,driven_wheels,number_of_doors,vehicle_size,vehicle_style,msrp,new_model
11427,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,3,Midsize,Cargo Minivan,20220.0,Ford Windstar Cargo
11428,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,3,Midsize,Cargo Minivan,20585.0,Ford Windstar Cargo
11429,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,3,Midsize,Cargo Minivan,21075.0,Ford Windstar Cargo
11430,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,31115.0,Ford Windstar
11431,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,25000.0,Ford Windstar
11432,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,27435.0,Ford Windstar
11433,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,3,Midsize,Passenger Minivan,22185.0,Ford Windstar
11434,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,28595.0,Ford Windstar
11435,Ford,2001,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,33765.0,Ford Windstar
11436,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,28900.0,Ford Windstar
11437,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,27460.0,Ford Windstar
11438,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,26375.0,Ford Windstar
11439,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,31630.0,Ford Windstar
11440,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,34040.0,Ford Windstar
11441,Ford,2002,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,22340.0,Ford Windstar
11442,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,27870.0,Ford Windstar
11443,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,23070.0,Ford Windstar
11444,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,26315.0,Ford Windstar
11445,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,29230.0,Ford Windstar
11446,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,34825.0,Ford Windstar
11447,Ford,2003,Regular Unleaded,200.0,Automatic,Front Wheel Drive,4,Midsize,Passenger Minivan,31835.0,Ford Windstar
11448,Rolls-Royce,2014,Premium Unleaded,624.0,Automatic,Rear Wheel Drive,2,Large,Coupe,75182.0,Rolls-Royce Wraith
11449,Rolls-Royce,2015,Premium Unleaded,624.0,Automatic,Rear Wheel Drive,2,Large,Coupe,75182.0,Rolls-Royce Wraith
11450,Rolls-Royce,2016,Premium Unleaded,624.0,Automatic,Rear Wheel Drive,2,Large,Coupe,75182.0,Rolls-Royce Wraith
11451,Subaru,2015,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,37395.0,Subaru Wrx
11452,Subaru,2015,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,31195.0,Subaru Wrx
11453,Subaru,2015,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,38495.0,Subaru Wrx
11454,Subaru,2015,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,34495.0,Subaru Wrx
11455,Subaru,2015,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,29995.0,Subaru Wrx
11456,Subaru,2015,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,29695.0,Subaru Wrx
11457,Subaru,2015,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,26295.0,Subaru Wrx
11458,Subaru,2015,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,28495.0,Subaru Wrx
11459,Subaru,2016,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,34695.0,Subaru Wrx
11460,Subaru,2016,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,39995.0,Subaru Wrx
11461,Subaru,2016,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,28895.0,Subaru Wrx
11462,Subaru,2016,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,38995.0,Subaru Wrx
11463,Subaru,2016,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,30395.0,Subaru Wrx
11465,Subaru,2016,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,31595.0,Subaru Wrx
11466,Subaru,2016,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,30095.0,Subaru Wrx
11467,Subaru,2016,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,26595.0,Subaru Wrx
11468,Subaru,2017,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,39995.0,Subaru Wrx
11469,Subaru,2017,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,26695.0,Subaru Wrx
11470,Subaru,2017,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,30195.0,Subaru Wrx
11472,Subaru,2017,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,30995.0,Subaru Wrx
11473,Subaru,2017,Premium Unleaded,268.0,Automatic,All Wheel Drive,4,Compact,Sedan,32195.0,Subaru Wrx
11474,Subaru,2017,Premium Unleaded,268.0,Manual,All Wheel Drive,4,Compact,Sedan,28995.0,Subaru Wrx
11475,Subaru,2017,Premium Unleaded,305.0,Manual,All Wheel Drive,4,Compact,Sedan,35195.0,Subaru Wrx
11476,Suzuki,1996,Regular Unleaded,95.0,Manual,Four Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11477,Suzuki,1996,Regular Unleaded,95.0,Manual,Rear Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11478,Suzuki,1997,Regular Unleaded,95.0,Manual,Four Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11479,Suzuki,1997,Regular Unleaded,95.0,Manual,Rear Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11480,Suzuki,1998,Regular Unleaded,95.0,Manual,Four Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11482,Suzuki,1998,Regular Unleaded,95.0,Manual,Rear Wheel Drive,2,Compact,2Dr Suv,2000.0,Suzuki X-90
11483,Bmw,2015,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,31200.0,Bmw X1
11484,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,33000.0,Bmw X1
11485,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,39100.0,Bmw X1
11486,Bmw,2016,Premium Unleaded,228.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,34800.0,Bmw X1
11487,Bmw,2017,Premium Unleaded,228.0,Automatic,Front Wheel Drive,4,Compact,4Dr Suv,33100.0,Bmw X1
11488,Bmw,2017,Premium Unleaded,228.0,Automatic,All Wheel Drive,4,Compact,4Dr Suv,35100.0,Bmw X1
11489,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45500.0,Bmw X3
11490,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40500.0,Bmw X3
11491,Bmw,2015,Diesel,180.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42000.0,Bmw X3
11492,Bmw,2015,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,38500.0,Bmw X3
11493,Bmw,2016,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,38950.0,Bmw X3
11494,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,46800.0,Bmw X3
11495,Bmw,2016,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40950.0,Bmw X3
11496,Bmw,2016,Diesel,180.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42450.0,Bmw X3
11497,Bmw,2017,Diesel,180.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42750.0,Bmw X3
11498,Bmw,2017,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47950.0,Bmw X3
11499,Bmw,2017,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,41250.0,Bmw X3
11500,Bmw,2017,Premium Unleaded,240.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,39250.0,Bmw X3
11501,Bmw,2015,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,44700.0,Bmw X4
11502,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,48000.0,Bmw X4
11503,Bmw,2016,Premium Unleaded,360.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,57800.0,Bmw X4
11504,Bmw,2016,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45250.0,Bmw X4
11505,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,49700.0,Bmw X4
11506,Bmw,2017,Premium Unleaded,355.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,58100.0,Bmw X4
11507,Bmw,2017,Premium Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45550.0,Bmw X4
11508,Bmw,2015,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X5 M
11509,Bmw,2016,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X5 M
11510,Bmw,2017,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X5 M
11511,Bmw,2015,Diesel,255.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,57700.0,Bmw X5
11512,Bmw,2015,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,53900.0,Bmw X5
11513,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,56200.0,Bmw X5
11514,Bmw,2015,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,70100.0,Bmw X5
11515,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,57000.0,Bmw X5
11516,Bmw,2016,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,71500.0,Bmw X5
11517,Bmw,2016,Diesel,255.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,57700.0,Bmw X5
11518,Bmw,2016,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,54700.0,Bmw X5
11519,Bmw,2017,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,57800.0,Bmw X5
11520,Bmw,2017,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,55500.0,Bmw X5
11521,Bmw,2017,Diesel,255.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,59300.0,Bmw X5
11522,Bmw,2017,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,72300.0,Bmw X5
11523,Bmw,2015,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X6 M
11524,Bmw,2016,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X6 M
11525,Bmw,2017,Premium Unleaded,567.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X6 M
11526,Bmw,2015,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,61900.0,Bmw X6
11527,Bmw,2015,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,72900.0,Bmw X6
11528,Bmw,2015,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,59600.0,Bmw X6
11529,Bmw,2016,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,62900.0,Bmw X6
11530,Bmw,2016,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,60600.0,Bmw X6
11531,Bmw,2016,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X6
11532,Bmw,2017,Premium Unleaded,300.0,Automatic,Rear Wheel Drive,4,Midsize,4Dr Suv,61400.0,Bmw X6
11533,Bmw,2017,Premium Unleaded,445.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,75182.0,Bmw X6
11534,Bmw,2017,Premium Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,63700.0,Bmw X6
11535,Scion,2004,Regular Unleaded,108.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,12480.0,Scion Xa
11536,Scion,2004,Regular Unleaded,108.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,13280.0,Scion Xa
11537,Scion,2005,Regular Unleaded,108.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,13330.0,Scion Xa
11538,Scion,2005,Regular Unleaded,108.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,12530.0,Scion Xa
11539,Scion,2006,Regular Unleaded,103.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,13580.0,Scion Xa
11540,Scion,2006,Regular Unleaded,103.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,12780.0,Scion Xa
11541,Scion,2013,Regular Unleaded,158.0,Manual,Front Wheel Drive,4,Compact,Wagon,16970.0,Scion Xb
11542,Scion,2013,Regular Unleaded,158.0,Manual,Front Wheel Drive,4,Compact,Wagon,19210.0,Scion Xb
11543,Scion,2013,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,17920.0,Scion Xb
11544,Scion,2013,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,20160.0,Scion Xb
11545,Scion,2014,Regular Unleaded,158.0,Manual,Front Wheel Drive,4,Compact,Wagon,16970.0,Scion Xb
11546,Scion,2014,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,20420.0,Scion Xb
11547,Scion,2014,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,17920.0,Scion Xb
11548,Scion,2015,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,18070.0,Scion Xb
11549,Scion,2015,Regular Unleaded,158.0,Automatic,Front Wheel Drive,4,Compact,Wagon,19685.0,Scion Xb
11550,Scion,2015,Regular Unleaded,158.0,Manual,Front Wheel Drive,4,Compact,Wagon,17120.0,Scion Xb
11551,Volvo,2015,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51050.0,Volvo Xc60
11552,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45550.0,Volvo Xc60
11553,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,46750.0,Volvo Xc60
11554,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,48250.0,Volvo Xc60
11555,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,41550.0,Volvo Xc60
11556,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42650.0,Volvo Xc60
11557,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,38850.0,Volvo Xc60
11558,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,39650.0,Volvo Xc60
11559,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42950.0,Volvo Xc60
11560,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,43850.0,Volvo Xc60
11561,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,43900.0,Volvo Xc60
11562,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,37250.0,Volvo Xc60
11563,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,45550.0,Volvo Xc60
11564,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,41450.0,Volvo Xc60
11565,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,35750.0,Volvo Xc60
11566,Volvo,2015,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45800.0,Volvo Xc60
11567,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,42850.0,Volvo Xc60
11568,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,40250.0,Volvo Xc60
11569,Volvo,2015,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47200.0,Volvo Xc60
11570,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,41750.0,Volvo Xc60
11571,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,40350.0,Volvo Xc60
11572,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,44050.0,Volvo Xc60
11573,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,36400.0,Volvo Xc60
11574,Volvo,2015,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,49800.0,Volvo Xc60
11575,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47050.0,Volvo Xc60
11576,Volvo,2015,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45400.0,Volvo Xc60
11577,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,42350.0,Volvo Xc60
11578,Volvo,2015,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,41150.0,Volvo Xc60
11579,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,40050.0,Volvo Xc60
11580,Volvo,2015,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,37900.0,Volvo Xc60
11581,Volvo,2015,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,46950.0,Volvo Xc60
11582,Volvo,2015,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,41150.0,Volvo Xc60
11583,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,44350.0,Volvo Xc60
11584,Volvo,2016,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,41350.0,Volvo Xc60
11585,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,38100.0,Volvo Xc60
11586,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,41350.0,Volvo Xc60
11587,Volvo,2016,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,46950.0,Volvo Xc60
11588,Volvo,2016,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,42650.0,Volvo Xc60
11589,Volvo,2016,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47200.0,Volvo Xc60
11590,Volvo,2016,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47050.0,Volvo Xc60
11591,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,36600.0,Volvo Xc60
11592,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,44150.0,Volvo Xc60
11593,Volvo,2016,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,47750.0,Volvo Xc60
11594,Volvo,2016,Regular Unleaded,325.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51050.0,Volvo Xc60
11595,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,45650.0,Volvo Xc60
11596,Volvo,2016,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,43350.0,Volvo Xc60
11597,Volvo,2016,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51300.0,Volvo Xc60
11598,Volvo,2016,Regular Unleaded,302.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,45750.0,Volvo Xc60
11599,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,39850.0,Volvo Xc60
11600,Volvo,2017,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,40950.0,Volvo Xc60
11601,Volvo,2017,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,46350.0,Volvo Xc60
11602,Volvo,2017,Regular Unleaded,302.0,Automatic,All Wheel Drive,4,Midsize,4Dr Suv,51000.0,Volvo Xc60
11605,Volvo,2014,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,34500.0,Volvo Xc70
11606,Volvo,2014,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,Wagon,40950.0,Volvo Xc70
11607,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,Wagon,42050.0,Volvo Xc70
11608,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,Wagon,36900.0,Volvo Xc70
11609,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,36050.0,Volvo Xc70
11610,Volvo,2015,Regular Unleaded,300.0,Automatic,All Wheel Drive,4,Midsize,Wagon,41800.0,Volvo Xc70
11611,Volvo,2015,Regular Unleaded,240.0,Automatic,All Wheel Drive,4,Midsize,Wagon,37550.0,Volvo Xc70
11612,Volvo,2015,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,35400.0,Volvo Xc70
11613,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,46675.0,Volvo Xc70
11614,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,Wagon,43050.0,Volvo Xc70
11615,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,Wagon,48175.0,Volvo Xc70
11616,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,41550.0,Volvo Xc70
11617,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,Wagon,47175.0,Volvo Xc70
11618,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,Wagon,38600.0,Volvo Xc70
11619,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,37100.0,Volvo Xc70
11620,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,45675.0,Volvo Xc70
11621,Volvo,2016,Regular Unleaded,250.0,Automatic,All Wheel Drive,4,Midsize,Wagon,42050.0,Volvo Xc70
11622,Volvo,2016,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,Wagon,40550.0,Volvo Xc70
11623,Volvo,2014,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,39700.0,Volvo Xc90
11624,Volvo,2014,Regular Unleaded,240.0,Automatic,Front Wheel Drive,4,Midsize,4Dr Suv,42700.0,Volvo Xc90
11625,Volvo,2016,Premium Unleaded,250.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,53250.0,Volvo Xc90
11626,Volvo,2016,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,49800.0,Volvo Xc90
11627,Volvo,2016,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,43950.0,Volvo Xc90
11628,Volvo,2016,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,55400.0,Volvo Xc90
11629,Volvo,2016,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,53800.0,Volvo Xc90
11630,Volvo,2016,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,51250.0,Volvo Xc90
11631,Volvo,2016,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,65700.0,Volvo Xc90
11632,Volvo,2016,Premium Unleaded,250.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,51350.0,Volvo Xc90
11633,Volvo,2016,Premium Unleaded,250.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,45950.0,Volvo Xc90
11634,Volvo,2016,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,49350.0,Volvo Xc90
11635,Volvo,2017,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,51150.0,Volvo Xc90
11636,Volvo,2017,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,57200.0,Volvo Xc90
11637,Volvo,2017,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,51600.0,Volvo Xc90
11638,Volvo,2017,Premium Unleaded,250.0,Automatic,Front Wheel Drive,4,Large,4Dr Suv,45750.0,Volvo Xc90
11639,Volvo,2017,Premium Unleaded,316.0,Automatic,All Wheel Drive,4,Large,4Dr Suv,55600.0,Volvo Xc90
11640,Volvo,2002,Premium Unleaded,197.0,Automatic,All Wheel Drive,4,Midsize,Wagon,36500.0,Volvo Xc
11641,Scion,2012,Regular Unleaded,128.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,15345.0,Scion Xd
11642,Scion,2012,Regular Unleaded,128.0,Automatic,Front Wheel Drive,4,Compact,4Dr Hatchback,16145.0,Scion Xd
11643,Scion,2012,Regular Unleaded,128.0,Manual,Front Wheel Drive,4,Compact,4Dr Hatchback,16250.0,Scion Xd
